Date,Quarter,Close,ATR_14,Qavg_Close,Qstd_Close,Qavg_ATR_14,Prev_Qavg_Close,Prev_Qstd_Close,Total Revenue,Oper Rev,Other Income,Operating Expenses,Operating Profit,Interest,Profit Before Tax,Tax,Net Profit,Basic EPS,Net profit TTM,Basic EPS TTM
2021-06-30,2021Q2,2471.300048828125,45.471435546875,2397.2794969902666,51.10593860369115,48.35912171124853,2278.9893618724386,91.774058048743,11982.0,11915.0,67.0,9068.0,2847.0,11.0,2633.0,572.0,2061.0,8.8,8134.0,34.6
2021-09-30,2021Q3,2701.800048828125,56.08213588169643,2559.346024770585,172.41973426720156,45.88797128551942,2397.2794969902666,51.10593860369115,12837.0,12724.0,113.0,9592.0,3132.0,26.0,2954.0,767.0,2187.0,9.3,8312.0,35.4
2021-12-31,2021Q4,2360.14990234375,38.0821533203125,2418.970637245784,129.4423927885021,47.7357634460034,2559.346024770585,172.41973426720156,13183.0,13092.0,91.0,9813.0,3279.0,25.0,3024.0,781.0,2243.0,9.6,8634.0,36.7
2022-03-31,2022Q1,2048.64990234375,45.76427350725447,2213.759009189293,150.16174139419726,49.30537403830321,2418.970637245784,129.4423927885021,13584.0,13462.0,122.0,10217.0,3245.0,36.0,3128.0,801.0,2327.0,9.9,8818.0,37.5
2022-06-30,2022Q2,2230.60009765625,55.52854701450893,2211.257253339213,73.16033018963493,57.52256402222242,2213.759009189293,150.16174139419726,14409.0,14272.0,137.0,11025.0,3247.0,26.0,3086.0,797.0,2289.0,9.7,9046.0,38.5
2022-09-30,2022Q3,2696.449951171875,56.29286411830357,2587.6349322606648,78.84196865673069,55.64630168473639,2211.257253339213,73.16033018963493,14866.0,14751.0,115.0,11374.0,3377.0,25.0,3191.0,575.0,2616.0,11.1,9475.0,40.3
2022-12-30,2022Q4,2561.050048828125,41.37498256138393,2588.170177828881,73.2969935295984,50.55939198858727,2587.6349322606648,78.84196865673069,15456.0,15228.0,228.0,11691.0,3537.0,26.0,3377.0,872.0,2505.0,10.7,9737.0,41.4
2023-03-31,2023Q1,2560.35009765625,49.15712193080357,2542.0483989100303,67.821566802288,44.820436539188506,2588.170177828881,73.2969935295984,15053.0,14893.0,160.0,11422.0,3471.0,24.0,3425.0,873.0,2552.0,10.9,9962.0,42.4
2023-06-30,2023Q2,2678.14990234375,38.478585379464285,2603.225834147136,78.7859176533374,41.66017717633929,2542.0483989100303,67.821566802288,15333.0,15148.0,185.0,11627.0,3521.0,47.0,3365.0,893.0,2472.0,10.5,10145.0,43.2
2023-09-29,2023Q3,2465.60009765625,34.59641810825893,2566.757161458333,77.10482307458882,35.755317670688065,2603.225834147136,78.7859176533374,15559.0,15276.0,283.0,11582.0,3694.0,72.0,3631.0,914.0,2717.0,11.6,10246.0,43.6
2023-12-29,2023Q4,2663.949951171875,29.874982561383927,2525.6924845377603,41.19155109470649,32.30676734561012,2566.757161458333,77.10482307458882,15473.0,15188.0,285.0,11648.0,3540.0,81.0,3432.0,913.0,2519.0,10.7,10260.0,43.7
