Date,Quarter,Close,ATR_14,Qavg_Close,Qstd_Close,Qavg_ATR_14,Prev_Qavg_Close,Prev_Qstd_Close,Total Revenue,Oper Rev,Other Income,Operating Expenses,Operating Profit,Interest,Profit Before Tax,Tax,Net Profit,Basic EPS,Net profit TTM,Basic EPS TTM
2021-06-30,2021Q2,1948.1292724609373,45.21051025390626,1889.2433941950565,109.6927125668479,42.202157728565936,1867.4250508292776,82.12460886900625,89735.0,86147.0,3588.0,74687.0,11460.0,2351.0,10188.0,1593.0,8595.0,13.3,31386.0,47.9
2021-09-30,2021Q3,2325.266845703125,45.21376255580357,2052.122039310516,144.59821074039928,37.82891278256093,1889.2433941950565,109.6927125668479,100694.0,96925.0,3769.0,84548.0,12377.0,2487.0,10954.0,1726.0,9228.0,14.1,34068.0,52.0
2021-12-31,2021Q4,2185.8017578125,46.123622349330354,2302.9054361979165,108.05269527470024,57.28987823970734,2052.122039310516,144.59821074039928,114595.0,111152.0,3443.0,97257.0,13895.0,2301.0,12440.0,2273.0,10167.0,15.4,35607.0,52.6
2022-03-31,2022Q1,2431.873291015625,51.516566685267854,2240.1708904328893,89.6824933410881,52.76084739095433,2302.9054361979165,108.05269527470024,132551.0,129479.0,3072.0,114898.0,14581.0,1984.0,13204.0,2110.0,11094.0,16.4,39084.0,57.8
2022-06-30,2022Q2,2395.7841796875,66.88126046316964,2417.995656659526,97.4851395554166,65.90516824326757,2240.1708904328893,89.6824933410881,150065.0,147534.0,2531.0,125526.0,22008.0,2616.0,19672.0,4576.0,15096.0,22.3,45585.0,67.4
2022-09-30,2022Q3,2194.66259765625,50.23095703125,2320.317878844246,88.07238037246856,50.34899459458262,2417.995656659526,97.4851395554166,140885.0,137550.0,3335.0,125563.0,11987.0,2916.0,9792.0,2877.0,6915.0,10.2,43272.0,64.0
2022-12-30,2022Q4,2351.064697265625,40.98116629464285,2356.511962890625,88.86161951833607,46.08473311041907,2320.317878844246,88.07238037246856,128566.0,125987.0,2579.0,110953.0,15034.0,3349.0,11732.0,3359.0,8373.0,12.4,41478.0,61.3
2023-03-31,2023Q1,2151.558349609375,46.740016392299125,2192.948226436492,90.97169070795998,41.51032253564228,2356.511962890625,88.86161951833607,121487.0,118702.0,2785.0,100632.0,18070.0,3745.0,14376.0,555.0,13821.0,20.4,44205.0,65.3
2023-06-30,2023Q2,2353.8798828125,28.57999093191964,2262.5198649088543,66.57249679440851,32.027385893322176,2192.948226436492,90.97169070795998,120031.0,117136.0,2895.0,100775.0,16361.0,3596.0,12841.0,3115.0,9726.0,14.4,38835.0,57.4
2023-09-29,2023Q3,2345.0,34.83571079799107,2475.6600516183034,73.56311195278948,42.532843280541385,2262.5198649088543,66.57249679440851,140314.0,137380.0,2934.0,118189.0,19191.0,3239.0,14502.0,3294.0,11208.0,16.6,43128.0,63.7
2023-12-29,2023Q4,2584.949951171875,39.21428571428572,2386.280826822917,95.01006534853568,30.3059558686756,2475.6600516183034,73.56311195278948,130664.0,127695.0,2969.0,110137.0,17558.0,2982.0,12978.0,3054.0,9924.0,14.7,44679.0,66.0
