Date,Quarter,Close,ATR_14,Qavg_Close,Qstd_Close,Qavg_ATR_14,Prev_Qavg_Close,Prev_Qstd_Close,Total Revenue,Oper Rev,Other Income,Operating Expenses,Operating Profit,Interest,Profit Before Tax,Tax,Net Profit,Basic EPS,Net profit TTM,Basic EPS TTM
2021-03-31,2021Q1,702.4000244140625,29.403568812779017,620.4778677518251,87.83164589205329,24.781266509509475,400.3246019151476,50.66657404721502,1670.6,1192.3,478.3,381.0,811.3,661.0,475.3,152.2,323.1,1.6,1927.9,9.5
2021-06-30,2021Q2,703.7000122070312,46.84643990652902,761.6811483414447,46.00722493584172,37.74397631607234,620.4778677518251,87.83164589205329,1730.0,1210.8,519.2,746.2,464.6,533.4,294.3,105.9,188.4,0.9,1829.8,9.0
2021-09-30,2021Q3,737.9000244140625,19.089290073939733,716.3174622550844,29.57229579366109,21.00097012682026,761.6811483414447,46.00722493584172,1746.3,1090.0,656.3,356.7,733.3,630.9,482.4,153.7,328.7,1.6,1462.8,7.2
2021-12-31,2021Q4,730.2999877929688,19.092869349888392,738.2674618675595,26.50340926447484,23.282482328869047,716.3174622550844,29.57229579366109,1856.0,1078.5,777.5,377.8,700.7,659.8,664.7,181.3,483.4,2.3,1323.6,6.5
2022-03-31,2022Q1,774.2000122070312,17.357151576450892,729.2893436619493,24.482543743425904,21.648780340333172,738.2674618675595,26.50340926447484,1624.2,1057.8,566.4,937.8,120.0,670.6,-624.7,-22.2,-602.5,-2.9,398.0,1.9
2022-06-30,2022Q2,672.0499877929688,22.471435546875,764.5137092836442,68.93068151806584,28.910779821158552,729.2893436619493,24.482543743425904,1852.0,1254.5,597.5,1642.0,-387.5,653.3,-597.0,-212.5,-384.5,-1.8,-174.9,-0.8
2022-09-30,2022Q3,820.6500244140625,35.275002615792424,816.1182560996403,78.07670132401452,22.81157450773278,764.5137092836442,68.93068151806584,1735.3,1220.6,514.7,1399.1,-178.6,632.2,-450.9,-152.7,-298.2,-1.4,-801.8,-3.8
2022-12-30,2022Q4,818.0999755859375,27.589298793247767,850.44677242156,39.31850912573474,24.22615423949633,816.1182560996403,78.07670132401452,1806.3,1378.2,428.1,980.5,397.8,650.5,23.3,11.9,11.4,0.1,-1273.8,-5.9
2023-03-31,2023Q1,631.9000244140625,28.696424211774552,661.7580674694431,97.88072719447324,37.416706700478834,850.44677242156,39.31850912573474,2842.4,1383.8,1458.6,391.1,992.8,744.4,-3.7,-195.5,191.9,0.9,-479.4,-2.2
2023-06-30,2023Q2,739.25,18.267865862165177,702.3224975585938,35.95220199116529,18.55845787411645,661.7580674694431,97.88072719447324,1876.8,1426.6,450.2,450.7,975.9,683.1,582.8,188.7,394.1,1.8,299.2,1.4
2023-09-29,2023Q3,825.1500244140625,21.778568812779017,788.8928590804811,44.03020723923802,21.249209726208196,702.3224975585938,35.95220199116529,1945.7,1529.8,415.9,848.3,681.5,618.8,313.1,117.3,195.9,0.9,793.3,3.7
2023-12-29,2023Q4,1024.3499755859375,30.58570207868305,875.614165242513,110.4059504209006,24.61375369117373,788.8928590804811,44.03020723923802,2474.2,1886.7,587.5,702.8,1183.9,794.3,809.6,284.1,525.5,2.4,1307.3,6.1
