Date,Open,High,Low,Close,Volume
2025-01-23 00:00:00+05:30,742.75,759.7000122070312,739.7999877929688,752.5,7916689
2025-01-24 00:00:00+05:30,750.0499877929688,754.1500244140625,732.2000122070312,734.0999755859375,9513166
2025-01-27 00:00:00+05:30,732.9500122070312,732.9500122070312,709.2999877929688,713.0499877929688,14123990
2025-01-28 00:00:00+05:30,716.5,740.8499755859375,707.5,728.25,16104653
2025-01-29 00:00:00+05:30,731.5,755.0,726.5499877929688,752.5,12461404
2025-01-30 00:00:00+05:30,709.0,710.7000122070312,683.2000122070312,696.8499755859375,59390998
2025-01-31 00:00:00+05:30,706.0,717.0,696.4500122070312,716.0999755859375,19157717
2025-02-01 00:00:00+05:30,719.5,724.75,700.9000244140625,706.5499877929688,14087493
2025-02-03 00:00:00+05:30,700.0,700.0,686.0,687.4500122070312,17806760
2025-02-04 00:00:00+05:30,696.2999877929688,713.3499755859375,693.75,710.5499877929688,16792005
2025-02-05 00:00:00+05:30,711.0,725.4500122070312,710.7000122070312,717.0499877929688,12907325
2025-02-06 00:00:00+05:30,723.0,723.4000244140625,708.1500244140625,709.6500244140625,10016927
2025-02-07 00:00:00+05:30,711.0,715.9500122070312,703.0999755859375,706.75,12259132
2025-02-10 00:00:00+05:30,709.75,709.9000244140625,693.0499877929688,696.0,10981963
2025-02-11 00:00:00+05:30,696.0,697.0,675.0999755859375,677.75,11939990
2025-02-12 00:00:00+05:30,680.0,687.5499877929688,667.0499877929688,684.3499755859375,12312424
2025-02-13 00:00:00+05:30,684.3499755859375,693.1500244140625,679.3499755859375,683.8499755859375,8490769
2025-02-14 00:00:00+05:30,685.9500122070312,690.9500122070312,669.1500244140625,680.6500244140625,9968127
2025-02-17 00:00:00+05:30,678.0,690.7000122070312,667.0499877929688,686.5999755859375,10313575
2025-02-18 00:00:00+05:30,686.5999755859375,687.9500122070312,672.1500244140625,682.4000244140625,7810143
2025-02-19 00:00:00+05:30,681.75,690.9500122070312,675.0499877929688,681.0,9986815
2025-02-20 00:00:00+05:30,680.0,692.8499755859375,675.0,689.7999877929688,8673335
2025-02-21 00:00:00+05:30,686.0,690.0,671.0999755859375,673.2000122070312,14577524
2025-02-24 00:00:00+05:30,670.0,676.5999755859375,666.0,668.25,8861769
2025-02-25 00:00:00+05:30,667.75,672.5,660.0,661.5999755859375,10251257
2025-02-27 00:00:00+05:30,662.0,665.0,645.6500244140625,648.5499877929688,12281857
2025-02-28 00:00:00+05:30,645.0,645.0,618.4500122070312,620.6500244140625,20477619
2025-03-03 00:00:00+05:30,620.6500244140625,626.8499755859375,606.2999877929688,621.1500244140625,18362700
2025-03-04 00:00:00+05:30,613.4500122070312,629.1500244140625,613.0,619.2000122070312,11878225
2025-03-05 00:00:00+05:30,619.0,641.5999755859375,618.5999755859375,640.7999877929688,12373061
2025-03-06 00:00:00+05:30,653.25,655.9500122070312,635.5999755859375,639.6500244140625,16991501
2025-03-07 00:00:00+05:30,640.0,651.5,635.0,648.2999877929688,10123450
2025-03-10 00:00:00+05:30,648.2999877929688,654.25,643.3499755859375,648.1500244140625,10309166
2025-03-11 00:00:00+05:30,640.0,651.1500244140625,638.4500122070312,648.0499877929688,9534750
2025-03-12 00:00:00+05:30,654.5,671.9000244140625,652.25,668.2999877929688,18732785
2025-03-13 00:00:00+05:30,670.6500244140625,671.8499755859375,649.5999755859375,655.5,14004345
2025-03-17 00:00:00+05:30,665.0499877929688,666.4500122070312,657.4500122070312,661.0499877929688,9174398
2025-03-18 00:00:00+05:30,661.0499877929688,661.0499877929688,661.0499877929688,661.0499877929688,0
2025-03-19 00:00:00+05:30,685.4000244140625,685.75,678.5499877929688,682.25,9338414
2025-03-20 00:00:00+05:30,685.0,692.7000122070312,679.0,690.0499877929688,9712600
2025-03-21 00:00:00+05:30,693.0,705.0,688.5499877929688,702.9500122070312,14823483
2025-03-24 00:00:00+05:30,710.0,717.5,702.0499877929688,713.5,11671359
2025-03-25 00:00:00+05:30,719.0,723.0499877929688,706.3499755859375,710.2999877929688,13617465
2025-03-26 00:00:00+05:30,710.2999877929688,717.8499755859375,707.0,708.25,9363180
2025-03-27 00:00:00+05:30,668.0,676.5999755859375,661.0999755859375,668.5499877929688,34238666
2025-03-28 00:00:00+05:30,671.8499755859375,684.9500122070312,669.2999877929688,674.4500122070312,16013687
2025-04-01 00:00:00+05:30,670.5499877929688,681.8499755859375,665.75,671.8499755859375,9594669
2025-04-02 00:00:00+05:30,674.9500122070312,675.3499755859375,662.0999755859375,671.9000244140625,8025225
2025-04-03 00:00:00+05:30,660.0,669.0,652.5,653.9500122070312,13473832
2025-04-04 00:00:00+05:30,650.0,650.0,610.0,613.8499755859375,26621179
2025-04-07 00:00:00+05:30,560.5,582.0,535.75,579.75,49463598
2025-04-08 00:00:00+05:30,591.2000122070312,606.5999755859375,584.2000122070312,588.8499755859375,20987855
2025-04-09 00:00:00+05:30,588.0,594.9000244140625,581.0499877929688,582.9000244140625,17483412
2025-04-11 00:00:00+05:30,610.0,612.7999877929688,591.0,595.0499877929688,21055814
2025-04-15 00:00:00+05:30,614.0,628.2999877929688,612.6500244140625,622.2000122070312,19722072
2025-04-16 00:00:00+05:30,625.0,625.0,613.5999755859375,616.0499877929688,12318376
2025-04-17 00:00:00+05:30,616.0499877929688,627.0,608.25,621.5499877929688,14342652
2025-04-21 00:00:00+05:30,624.5999755859375,635.75,620.2000122070312,630.0499877929688,12785568
2025-04-22 00:00:00+05:30,630.25,633.9500122070312,626.2000122070312,630.8499755859375,10292748
2025-04-23 00:00:00+05:30,635.9500122070312,661.5,633.3499755859375,659.9000244140625,23390570
2025-04-24 00:00:00+05:30,660.0999755859375,671.0,660.0999755859375,668.3499755859375,15172229
2025-04-25 00:00:00+05:30,668.3499755859375,673.0,651.5,655.25,13207043
2025-04-28 00:00:00+05:30,654.2999877929688,669.5999755859375,652.5499877929688,668.1500244140625,10243493
2025-04-29 00:00:00+05:30,671.4500122070312,682.9000244140625,661.5999755859375,665.5999755859375,13754685
2025-04-30 00:00:00+05:30,667.0,667.0,641.0999755859375,644.25,19485917
2025-05-02 00:00:00+05:30,641.0,661.3499755859375,635.5499877929688,649.0999755859375,11488717
